"PLOCode","PLOName","PLODescription","ProgramCode","AcademicProgram","CollegeCode","DepartmentCode"
"8314.4226.2","8314 - Associate in Arts, Fine Arts, Emphasis in Musical Theatre (AAFA)-4226.2","Create convincing characters through techniques in voice, movement, and interpretation. (COM/THP271, DAN102++, DAN104++, DAN106AA, DAN106AB, DAN129, DAN130, DAN131, DAN132, DAN133, DAN134, DAN135, DAN136, DAN140, DAN145, DAN202++, DAN204++, DAN206AA, DAN206AB, DAN229, DAN230, DAN231, DAN231AA, DAN232, DAN232AA, DAN233, DAN233AA, DAN234, DAN234AA, DAN235, DAN235AA, DAN236, DAN236AA, DAN240, DAN245, MUP101AA, MUP102AA, MUP151AA, MUP152AA, MUP/THP270, MUP/THP273, THE111, THE220, THF115, THP112, THP131, THP212, [FYC], [SG], [SQ], (CRE))","8314AAFA","8314 - Associate in Arts, Fine Arts, Emphasis in Musical Theatre (AAFA)","08COMFA","COMFA.MUS"
"8314.4226.3","8314 - Associate in Arts, Fine Arts, Emphasis in Musical Theatre (AAFA)-4226.3","Locate and evaluate multiple sources of information in order to inform performance. (COM/THP271, DAH100, DAH250, DAN210, MHL146, MTC101, MTC105, MTC155, MTC205, MTC255, MUP101AA, MUP102AA, MUP131, MUP132, MUP151AA, MUP152AA, MUP231, MUP232, MUP/THP270, MUP/THP273, THE111, THE220, THF115, THP112, THP131, THP201AA, THP202AA, THP212, THP213, [FYC], [MA], [SB], [SG], [SQ], (COM), (CRE))","8314AAFA","8314 - Associate in Arts, Fine Arts, Emphasis in Musical Theatre (AAFA)","08COMFA","COMFA.MUS"
"8314.4226.4","8314 - Associate in Arts, Fine Arts, Emphasis in Musical Theatre (AAFA)-4226.4","Examine and interpret relevant historical and cultural context to inform individual performance and the production process. (COM/THP271, DAH100, DAH250, DAN210, MHL146, MTC101, MTC105, MTC155, MTC180, MTC205, MTC255, MUP131, MUP/THP270, MUP/THP270AA, MUP/THP273, THE111, THE220, THF115, THP112, THP131, THP201AA, THP202AA, THP212, THP213, [CS], [FYC], [MA], [SB], [SG], [SQ], (CRE))","8314AAFA","8314 - Associate in Arts, Fine Arts, Emphasis in Musical Theatre (AAFA)","08COMFA","COMFA.MUS"
"8314.4226.5","8314 - Associate in Arts, Fine Arts, Emphasis in Musical Theatre (AAFA)-4226.5","Integrate the unique characteristics, complexities, and best practices of the performing arts to inform individual performance and the production process. (COM/THP271, DAN210, MHL146, MUP/THP270, MUP/THP273, THE111, THE220, THF115, THP112, THP131, THP201AA, THP202AA, THP213, [MA], (CRE))","8314AAFA","8314 - Associate in Arts, Fine Arts, Emphasis in Musical Theatre (AAFA)","08COMFA","COMFA.MUS"
"8314.4226.6","8314 - Associate in Arts, Fine Arts, Emphasis in Musical Theatre (AAFA)-4226.6","Interpret and apply constructive feedback as appropriate. (COM/THP271, DAH100, DAH250, DAN210, MHL146, MUP101AA, MUP102AA, MUP131, MUP151AA, MUP152AA, MUP/THP270, MUP/THP270AA, MUP/THP273, THE111, THE220, THF115, THP112, THP131, THP212, THP213, THP201AA, THP202AA, [FYC], [SB], [SG], [SQ], (COM), (CRE))","8314AAFA","8314 - Associate in Arts, Fine Arts, Emphasis in Musical Theatre (AAFA)","08COMFA","COMFA.MUS"
"8314.4226.7","8314 - Associate in Arts, Fine Arts, Emphasis in Musical Theatre (AAFA)-4226.7","Collaborate effectively by identifying the importance of individual roles and contributions, diverse experiences, and opinions. (DAH100, DAH250, DAN210, MHL146, MUP101AA, MUP102AA, MUP151AA, MUP152AA, MUP/THP270, MUP/THP273, THE111, THE220, THF115, THP112, THP131, THP201AA, THP202AA, THP212, THP213, COM/THP271, [FYC], [MA], [SB], [SG], [SQ], (COM))","8314AAFA","8314 - Associate in Arts, Fine Arts, Emphasis in Musical Theatre (AAFA)","08COMFA","COMFA.MUS"
"8314.4226.8","8314 - Associate in Arts, Fine Arts, Emphasis in Musical Theatre (AAFA)-4226.8","Apply the required time, focus, and acquired skills to achieve short, mid-, and long term goals. (COM/THP271, DAH100, DAH250, DAN210, MHL146, MTC101, MTC105, MTC155, MTC180, MTC205, MTC255, MUP101AA, MUP102AA, MUP151AA, MUP152AA, MUP131, MUP/THP270, THE111, THE220, THF115, THP112, THP131, THP212, THP213, THP201AA, THP202AA, [CS], [FYC], [MA], [SB], [SG], [SQ], (COM), (CRE))","8314AAFA","8314 - Associate in Arts, Fine Arts, Emphasis in Musical Theatre (AAFA)","08COMFA","COMFA.MUS"
"8314.4226.9","8314 - Associate in Arts, Fine Arts, Emphasis in Musical Theatre (AAFA)-4226.9","Develop and employ an effective collection of audition/portfolio materials to highlight relevant aspects of music, dance, and theatrical abilities. (DAN210, MHL146, MUP101AA, MUP102AA, MUP151AA, MUP152AA, MUP131, MUP/THP270, MUP/THP273, THE111, THE220, THF115, THP112, THP201AA, THP202AA, THP212, THP213, [FYC], [SB], (CRE))","8314AAFA","8314 - Associate in Arts, Fine Arts, Emphasis in Musical Theatre (AAFA)","08COMFA","COMFA.MUS"
"8314.4226.10","8314 - Associate in Arts, Fine Arts, Emphasis in Musical Theatre (AAFA)-4226.10","Adhere to ethical standards and current practices related to intellectual property and copyright laws, permissions, and revision of source material. (COM/THP271, DAN210, MHL146, MUP101AA, MUP102AA, MUP131, MUP151AA, MUP152AA, MUP/THP270, MUP/THP273, THE111, THE220, THF115, THP112, THP131, THP201AA, THP202AA, THP212, THP213, [FYC], [MA], [SB], [SG], [SQ], (COM), (CRE))","8314AAFA","8314 - Associate in Arts, Fine Arts, Emphasis in Musical Theatre (AAFA)","08COMFA","COMFA.MUS"
"8314.4226.11","8314 - Associate in Arts, Fine Arts, Emphasis in Musical Theatre (AAFA)-4226.11","Communicat","8314AAFA","8314 - Associate in Arts, Fine Arts, Emphasis in Musical Theatre (AAFA)","08COMFA","COMFA.MUS"
"8315.4226.1","8315 - Associate in Arts, Fine Arts, Emphasis in Theatre (AAFA)-4226.1","Demonstrate foundational skills in design, technical, and performance practices for effective communication and personal expression across various artistic genres. (COM/THP271, DAN129, DAN130, DAN131, DAN132, DAN133, DAN134, DAN135, DAN136, DAN140, DAN145, DAN146, DAN229, DAN230, DAN233, DAN236, DAN240, DAN245, MUP134, THE111, THE220, THE+++, THF115, THF260, THP102, THP112, THP201++, THP202++, THP213, THP214, THP217, THP131, THP203, THP206, THP212, THP261, (COM), (CRE), [CS], [FYC], [MA])","8315AAFA","8315 - Associate in Arts, Fine Arts, Emphasis in Theatre (AAFA)","08COMFA","COMFA.THE"
"8315.4226.2","8315 - Associate in Arts, Fine Arts, Emphasis in Theatre (AAFA)-4226.2","Apply critical thinking and research skills to the creative process. (THE111, THE220, THF260, THP102, THP112, THP131, THP201++, THP202++, THP203, THP206, THP212, THP213, THP214, THP217, THP261, (COM), (CRE), [CS], [FYC], [MA], [SB], [SG], [SQ])","8315AAFA","8315 - Associate in Arts, Fine Arts, Emphasis in Theatre (AAFA)","08COMFA","COMFA.THE"
"8315.4226.3","8315 - Associate in Arts, Fine Arts, Emphasis in Theatre (AAFA)-4226.3","ollaborate effectively, recognizing diverse opinions and cultural and individual differences. (THE111, THE220, THP102, THP112, THP131, THP201++, THP202++, THP203, THP206, THP212, THP213, THP214, THP217, (COM), (CRE), [FYC], [SB])","8315AAFA","8315 - Associate in Arts, Fine Arts, Emphasis in Theatre (AAFA)","08COMFA","COMFA.THE"
"8315.4226.4","8315 - Associate in Arts, Fine Arts, Emphasis in Theatre (AAFA)-4226.4","Generate ideas, creations, or models that express the human condition and one's relationship to the culturally diverse world. (DAN129, DAN130, DAN131, DAN132, DAN133, DAN134, DAN135, DAN136, DAN140, DAN145, DAN146, DAN229, DAN230, DAN233, DAN236, DAN240, DAN245, MUP134, THE111, THE220, THF115, THF260, THP102, THP112, THP201++, THP202++, THP213, THP214, THP203, THP206, THP212, THP261, (COM), (CRE), [HU], [MA], [SB])","8315AAFA","8315 - Associate in Arts, Fine Arts, Emphasis in Theatre (AAFA)","08COMFA","COMFA.THE"
"8315.4226.5","8315 - Associate in Arts, Fine Arts, Emphasis in Theatre (AAFA)-4226.5","Interpret dramatic works within historical, cultural, and contemporary contexts. (THE111, THE220, THF115, THF260, THP102, THP112, THP201++, THP202++, THP213, THP214, THP131, THP203, THP206, THP212, (CRE), [FYC], [HU], [SB])","8315AAFA","8315 - Associate in Arts, Fine Arts, Emphasis in Theatre (AAFA)","08COMFA","COMFA.THE"
"8315.4226.6","8315 - Associate in Arts, Fine Arts, Emphasis in Theatre (AAFA)-4226.6","Engage in ethical personal and professional artistic practices, in accordance with copyright laws, intellectual and artistic freedom, civic responsibility, and standards of the field. (DAN129, DAN130, DAN131, DAN132, DAN133, DAN134, DAN135, DAN136, DAN140, DAN145, DAN146, DAN229, DAN230, DAN233, DAN236, DAN240, DAN245, MUP134, THE111, THE220, THF260, THP102, THP112, THP201++, THP202++, THP213, THP214, THP217, THP203, THP206, THP212, THP261, (COM), (CRE), [SG], [SQ])","8315AAFA","8315 - Associate in Arts, Fine Arts, Emphasis in Theatre (AAFA)","08COMFA","COMFA.THE"
"8315.4226.7","8315 - Associate in Arts, Fine Arts, Emphasis in Theatre (AAFA)-4226.7","Develop a portfolio of artistic and academic work to support university transfer, career development, and/or personal use. (DAN129, DAN130, DAN131, DAN132, DAN133, DAN134, DAN135, DAN136, DAN140, DAN145, DAN146, DAN229, DAN230, DAN233, DAN236, DAN240, DAN245, MUP134, THE111, THE220, THF115, THF260, THP102, THP112, THP201++, THP202++, THP213, THP214, THP217, THP203, THP206, THP212, THP261)","8315AAFA","8315 - Associate in Arts, Fine Arts, Emphasis in Theatre (AAFA)","08COMFA","COMFA.THE"
"8315.4226.8","8315 - Associate in Arts, Fine Arts, Emphasis in Theatre (AAFA)-4226.8","Apply relevant knowledge, skills, and habits of mind to seek career opportunities in the field. (FYE101, FYE103)","8315AAFA","8315 - Associate in Arts, Fine Arts, Emphasis in Theatre (AAFA)","08COMFA","COMFA.THE"
"8601.4226.1","8601 - Associate in Science, Emphasis in Computer Science (AS)-4226.1","Write programs in a variety of programming languages and computing environments. (CSC110++, CSC/EEE120, CSC205++, CSC/EEE230, CSC240++, ECE102)","8601AS","8601 - Associate in Science, Emphasis in Computer Science (AS)","08BUSCIS","BUSCIS.CSC"
"8601.4226.2","8601 - Associate in Science, Emphasis in Computer Science (AS)-4226.2","Apply knowledge of computing and mathematics to model situations in a variety of disciplines. (CSC110++, CSC/EEE120, CSC205++, CSC/EEE230, CSC240++, ECE102)","8601AS","8601 - Associate in Science, Emphasis in Computer Science (AS)","08BUSCIS","BUSCIS.CSC"
"8601.4226.3","8601 - Associate in Science, Emphasis in Computer Science (AS)-4226.3","Analyze a problem, and identify and define the computing requirements appropriate to its solution. (CSC110++, CSC/EEE120, CSC205++, CSC/EEE230, CSC240++, ECE102, ECE103, ECE103EP, CRE101)","8601AS","8601 - Associate in Science, Emphasis in Computer Science (AS)","08BUSCIS","BUSCIS.CSC"
"8601.4226.4","8601 - Associate in Science, Emphasis in Computer Science (AS)-4226.4","Design, implement, and evaluate a software solution to meet required specifications. (CSC110++, CSC/EEE120, CSC205++, CSC/EEE230, CSC240++, ECE102, CRE101)","8601AS","8601 - Associate in Science, Emphasis in Computer Science (AS)","08BUSCIS","BUSCIS.CSC"
"8601.4226.5","8601 - Associate in Science, Emphasis in Computer Science (AS)-4226.5","Apply mathematical foundations, algorithmic principles, and computer science theory in the modeling and design of software, and demonstrate an understanding of tradeoffs involved in design choices. (CSC110++, CSC/EEE120, CSC205++, CSC/EEE230, CSC240++, ECE102, ECE103, ECE103EP)","8601AS","8601 - Associate in Science, Emphasis in Computer Science (AS)","08BUSCIS","BUSCIS.CSC"
"8601.4226.6","8601 - Associate in Science, Emphasis in Computer Science (AS)-4226.6","Demonstrate creativity, adaptability, and flexibility in solving problems. (CSC110++, CSC/EEE120, CSC205++, CSC/EEE230, CSC240++, ECE102, ECE103, ECE103EP, MAT227, MAT230, MAT231, (COM), [FYC], [SQ])","8601AS","8601 - Associate in Science, Emphasis in Computer Science (AS)","08BUSCIS","BUSCIS.CSC"
"8601.4226.7","8601 - Associate in Science, Emphasis in Computer Science (AS)-4226.7","Apply design and development principles in the construction of software systems of varying complexity. (CSC110++, CSC/EEE120, CSC205++, CSC/EEE230, CSC240++, ECE102)","8601AS","8601 - Associate in Science, Emphasis in Computer Science (AS)","08BUSCIS","BUSCIS.CSC"
"8601.4226.8","8601 - Associate in Science, Emphasis in Computer Science (AS)-4226.8","Demonstrate ethical reasoning and professional conduct in computing disciplines. (CSC110++, CSC/EEE120, CSC205++, CSC/EEE230, CSC240++, ECE102, ECE103, ECE103EP, (COM), [FYC])","8601AS","8601 - Associate in Science, Emphasis in Computer Science (AS)","08BUSCIS","BUSCIS.CSC"
"8601.4226.9","8601 - Associate in Science, Emphasis in Computer Science (AS)-4226.9","Collaborate with people from diverse backgrounds to accomplish a common goal. (CSC110++, CSC/EEE120, CSC205++, CSC/EEE230, CSC240++, ECE102, ECE103, ECE103EP, CRE101, (COM), [FYC], [SQ])","8601AS","8601 - Associate in Science, Emphasis in Computer Science (AS)","08BUSCIS","BUSCIS.CSC"
"8601.4226.10","8601 - Associate in Science, Emphasis in Computer Science (AS)-4226.10","Effectively communicate with a variety of audiences orally, visually, and in writing. (CSC110++, CSC/EEE120, CSC205++, CSC/EEE230, CSC240++, ECE102, ECE103, ECE103EP, CRE101, (COM), [FYC], [SQ])","8601AS","8601 - Associate in Science, Emphasis in Computer Science (AS)","08BUSCIS","BUSCIS.CSC"
"8601.4226.11","8601 - Associate in Science, Emphasis in Computer Science (AS)-4226.11","Demonstrate the ability to learn and adapt in a constantly evolving technical environment. (CSC110++, CSC/EEE120, CSC205++, CSC/EEE230, CSC240++)","8601AS","8601 - Associate in Science, Emphasis in Computer Science (AS)","08BUSCIS","BUSCIS.CSC"
"8601.4226.12","8601 - Associate in Science, Emphasis in Computer Science (AS)-4226.12","Apply relevant knowledge, skills, and habits of mind to seek career opportunities in the field. (FYE101, FYE103)","8601AS","8601 - Associate in Science, Emphasis in Computer Science (AS)","08BUSCIS","BUSCIS.CSC"
"8602.4226.1","8602 - Associate in Science, Emphasis in Biological Sciences (AS)-4226.1","Explain the relationship between structure and function at the molecular, cellular, and organismal levels. (BIO181++, BIO182++, BIO201++, BIO202, BIO205, BIO220, CHM150, CHM150AA, CHM151, CHM151AA, CHM151LL, CHM152, CHM152AA, CHM152LL, CHM230, CHM230LL, CHM235, CHM235LL, CHM236, CHM236AA, CHM236LL, CHM238, CHM238LL)","8602AS","8602 - Associate in Science, Emphasis in Biological Sciences (AS)","08BIOSCI","BIOSCI.BIO"
"8602.4226.2","8602 - Associate in Science, Emphasis in Biological Sciences (AS)-4226.2","Apply fundamental theories of physical and life sciences to explain the diversity of living things and modes of energy exchange. (BIO181++, BIO182++, BIO201++, BIO202, BIO205, BIO220, CHM150, CHM150AA, CHM151, CHM151AA, CHM151LL, CHM152, CHM152AA, CHM152LL, CHM230, CHM230LL, CHM235, CHM235AA, CHM235LL, CHM236, CHM236AA, CHM236LL, CHM238, CHM238LL, PHY101, PHY101AA, PHY111, PHY111AA, PHY112)","8602AS","8602 - Associate in Science, Emphasis in Biological Sciences (AS)","08BIOSCI","BIOSCI.BIO"
"8602.4226.3","8602 - Associate in Science, Emphasis in Biological Sciences (AS)-4226.3","Apply the scientific method to investigate fundamental and novel questions regarding natural phenomena. (BIO181++, BIO182++, BIO201++, BIO202, BIO205, BIO220, CHM150, CHM150AA, CHM151, CHM151AA, CHM151LL, CHM152, CHM152AA, CHM152LL, CHM230, CHM230LL, CHM235, CHM235AA, CHM235LL, CHM236, CHM236AA, CHM236LL, CHM238, CHM238LL, MAT206, MAT220, MAT221, PHY101, PHY101AA, PHY111, PHY111AA, PHY112, PSY101, PSY230, PSY231, SWU225)","8602AS","8602 - Associate in Science, Emphasis in Biological Sciences (AS)","08BIOSCI","BIOSCI.BIO"
"8602.4226.4","8602 - Associate in Science, Emphasis in Biological Sciences (AS)-4226.4","Utilize technology to conduct experiments and collect, analyze and communicate data. (BIO181++, BIO182++, BIO201++, BIO202, BIO205, BIO220, CHM150AA, CHM151AA, CHM151LL, CHM152AA, CHM152LL, CHM230LL, CHM235AA, CHM235LL, CHM236AA, CHM236LL, CHM238, CHM238LL, CIS+++, CSC+++, MAT206, MAT220, MAT221, PHY101, PHY101AA, PHY111, PHY111AA, PHY112, PSY230, PSY231, SWU225, [FYC], [HU], [L], [MA], [SB], [C], [G/H], (COM), (CRE))","8602AS","8602 - Associate in Science, Emphasis in Biological Sciences (AS)","08BIOSCI","BIOSCI.BIO"
"8602.4226.5","8602 - Associate in Science, Emphasis in Biological Sciences (AS)-4226.5","Adhere to standard safety protocols when performing experiments and collecting data. (BIO181++, BIO182++, BIO201++, BIO202, BIO205, BIO220, CHM150AA, CHM151AA, CHM151LL, CHM152AA, CHM152LL, CHM230LL, CHM235AA, CHM235LL, CHM236AA, CHM236LL, CHM238, CHM238LL, PHY101, PHY101AA, PHY111, PHY111AA, PHY112)","8602AS","8602 - Associate in Science, Emphasis in Biological Sciences (AS)","08BIOSCI","BIOSCI.BIO"
"8602.4226.6","8602 - Associate in Science, Emphasis in Biological Sciences (AS)-4226.6","Critically evaluate the internal and external validity of scientific studies to inform decisions. (ASB100, BIO181++, BIO182++, BIO201++, BIO202, BIO205, BIO220, CHM150, CHM150AA, CHM151, CHM151AA, CHM151LL, CHM152, CHM152AA, CHM152LL, CHM230, CHM230LL, CHM235, CHM235AA, CHM235LL, CHM236, CHM236AA, CHM236LL, CHM238, CHM238LL, CIS+++, CSC+++, GIS205, GIS211, GLG101, GLG101IN, GLG103, GPH111, GPH112, GPH113, MAT206, MAT220, MAT221, PHY101, PHY101AA, PHY111, PHY111AA, PHY112, PSY230, PSY231, SWU225, LANG, [L], [C], [G/H])","8602AS","8602 - Associate in Science, Emphasis in Biological Sciences (AS)","08BIOSCI","BIOSCI.BIO"
"8602.4226.7","8602 - Associate in Science, Emphasis in Biological Sciences (AS)-4226.7","Effectively communicate orally, visually and in writing in an articulate, respectful and culturally responsive manner. (ASB100, BIO181++, BIO182++, BIO201++, BIO202, BIO205, BIO220, CHM150, CHM150AA, CHM151, CHM151AA, CHM151LL, CHM152, CHM152AA, CHM152LL, CHM230, CHM230LL, CHM235, CHM235AA, CHM235LL, CHM236, CHM236AA, CHM236LL, CHM238, CHM238LL, GIS205, GIS211, GLG101, GLG101IN, GLG103, GPH111, GPH112, GPH113, MAT206, MGT229, MGT230, PHY101, PHY101AA, PHY111, PHY111AA, PHY112, PSY230, PSY231, SWU225, LANG, [FYC], [HU], [L], [MA], [SB], [C], [G/H], (COM), (CRE))","8602AS","8602 - Associate in Science, Emphasis in Biological Sciences (AS)","08BIOSCI","BIOSCI.BIO"
"8602.4226.8","8602 - Associate in Science, Emphasis in Biological Sciences (AS)-4226.8","Collaborate with diverse individuals to solve problems. (ASB100, BIO181++, BIO182++, BIO201++, BIO202, BIO205, BIO220, CHM150, CHM150AA, CHM151, CHM151AA, CHM151LL, CHM152, CHM152AA, CHM152LL, CHM230, CHM230LL, CHM235, CHM235LL, CHM235AA, CHM236, CHM236AA, CHM236LL, CHM238, CHM238LL, GIS205, GIS211, GLG101, GLG101IN, GLG103, GPH111, GPH112, GPH113, MGT229, MGT230, PHY101, PHY101AA, PHY111, PHY111AA, PHY112, PSY101, LANG, [FYC], [HU], [L], [MA], [SB], [C], [G/H], (COM), (CRE))","8602AS","8602 - Associate in Science, Emphasis in Biological Sciences (AS)","08BIOSCI","BIOSCI.BIO"
"8602.4226.9","8602 - Associate in Science, Emphasis in Biological Sciences (AS)-4226.9","Demonstrate dependability, adaptability and persistence to set and achieve goals. (BIO181++, BIO182++, BIO201++, BIO202, BIO205, BIO220, CHM150, CHM150AA, CHM151, CHM151AA, CHM151LL, CHM152, CHM152AA, CHM152LL, CHM230, CHM230LL CHM235, CHM235AA, CHM235LL, CHM236, CHM236AA, CHM236LL, CHM238, CHM238LL, GIS205, GIS211, GLG101, GLG101IN, GLG103, GPH111, GPH112, GPH113, MAT206, MAT220, MAT221, MGT229, MGT230, PHY101, PHY101AA, PHY111, PHY111AA, PHY112, PSY230, PSY231, SWU225, [FYC], [HU], [L], [MA], [SB], [C], [G/H], (COM), (CRE))","8602AS","8602 - Associate in Science, Emphasis in Biological Sciences (AS)","08BIOSCI","BIOSCI.BIO"
"8603.4226.1","8603 - Associate in Science, Emphasis in Chemistry (AS)-4226.1","Construct qualitative and quantitative models to draw conclusions concerning physical and chemical phenomena. (CHM151, CHM151LL, CHM151AA, CHM152, CHM152LL, CHM235, CHM235LL, CHM236, CHM236LL, PHY115, PHY116, PHY121, PHY131, [MA], CRE101)","8603AS","8603 - Associate in Science, Emphasis in Chemistry (AS)","08PHYSE","PHYSE.CHM"
"8603.4226.2","8603 - Associate in Science, Emphasis in Chemistry (AS)-4226.2","Using a fundamental understanding of scientific inquiry, solve problems within the discipline of chemistry. (CHM151, CHM151LL, CHM151AA, CHM152, CHM152LL, CHM235, CHM235LL, CHM236, CHM236LL, PHY115, PHY116, PHY121, PHY131)","8603AS","8603 - Associate in Science, Emphasis in Chemistry (AS)","08PHYSE","PHYSE.CHM"
"8603.4226.3","8603 - Associate in Science, Emphasis in Chemistry (AS)-4226.3","Design experiments and collect data, using appropriate technology and equipment. (CHM151LL, CHM152LL, CHM235LL, CHM236LL, PHY115, PHY116, PHY121, PHY131)","8603AS","8603 - Associate in Science, Emphasis in Chemistry (AS)","08PHYSE","PHYSE.CHM"
"8603.4226.4","8603 - Associate in Science, Emphasis in Chemistry (AS)-4226.4","Analyze and interpret data, using technology as appropriate. (CHM151, CHM151LL, CHM151AA, CHM152, CHM152LL, CHM235, CHM235LL, CHM236, CHM236LL, PHY115, PHY116, PHY121, PHY131, [FYC], [MA], CRE101)","8603AS","8603 - Associate in Science, Emphasis in Chemistry (AS)","08PHYSE","PHYSE.CHM"
"8603.4226.5","8603 - Associate in Science, Emphasis in Chemistry (AS)-4226.5","Report data, results, and analysis and the experimental processes used to generate those data in formal and informal settings. (CHM151LL, CHM152LL, CHM235LL, CHM236LL, PHY121, PHY131, [FYC], (COM))","8603AS","8603 - Associate in Science, Emphasis in Chemistry (AS)","08PHYSE","PHYSE.CHM"
"8603.4226.6","8603 - Associate in Science, Emphasis in Chemistry (AS)-4226.6","Design a procedure that promotes safety and manages risk in a laboratory setting. (CHM152LL, CHM235LL, CHM236LL, PHY115, PHY116, PHY121, PHY131)","8603AS","8603 - Associate in Science, Emphasis in Chemistry (AS)","08PHYSE","PHYSE.CHM"
"8603.4226.7","8603 - Associate in Science, Emphasis in Chemistry (AS)-4226.7","Demonstrate professional and ethical behavior appropriate to the chemistry discipline. (CHM151, CHM151LL, CHM151AA, CHM152, CHM152LL, CHM235, CHM235LL, CHM236, CHM236LL, PHY115, PHY116, PHY121, PHY131, [FYC], (COM))","8603AS","8603 - Associate in Science, Emphasis in Chemistry (AS)","08PHYSE","PHYSE.CHM"
"8603.4226.8","8603 - Associate in Science, Emphasis in Chemistry (AS)-4226.8","Analyze real world problems and synthesize real world solutions applying chemistry theory and principles. (CHM151, CHM151LL, CHM151AA, CHM152, CHM152LL, CHM235, CHM235LL, CHM236, CHM236LL, PHY115, PHY116, PHY121, PHY131, [FYC], [MA], CRE101)","8603AS","8603 - Associate in Science, Emphasis in Chemistry (AS)","08PHYSE","PHYSE.CHM"
"8603.4226.9","8603 - Associate in Science, Emphasis in Chemistry (AS)-4226.9","Collaborate with diverse individuals and groups to solve problems. (CHM151, CHM151LL, CHM151AA, CHM152, CHM152LL, CHM235, CHM235LL, CHM236, CHM236LL, PHY115, PHY116, PHY121, PHY131, [FYC], [MA], CRE101)","8603AS","8603 - Associate in Science, Emphasis in Chemistry (AS)","08PHYSE","PHYSE.CHM"
"8603.4226.10","8603 - Associate in Science, Emphasis in Chemistry (AS)-4226.10","Effectively communicate in an articulate, respectful, ethical and culturally responsive manner. (CHM151, CHM151LL, CHM151AA, CHM152, CHM152LL, CHM235, CHM235LL, CHM236, CHM236LL, PHY115, PHY116, PHY121, PHY131, [FYC], [MA], (COM), CRE101)","8603AS","8603 - Associate in Science, Emphasis in Chemistry (AS)","08PHYSE","PHYSE.CHM"
"8604.4226.1","8604 - Associate in Science, Emphasis in Geography - Meteorology (AS)-4226.1","Recognize and explain the atmospheric processes that drive weather and climate patterns. (GIS205, GPH111, GPH112, GPH113, GPH212, GPH213, GPH214, GPH215, PHY115, PHY116, PHY121, PHY131)","8604AS","8604 - Associate in Science, Emphasis in Geography - Meteorology (AS)","08PHYSE","PHYSE.GLGGEOG"
"8604.4226.2","8604 - Associate in Science, Emphasis in Geography - Meteorology (AS)-4226.2","Evaluate spatial patterns and relationships within the framework of the scientific method. (GCU102, GIS205, GPH111, GPH112, GPH113, GPH212, GPH213, GPH214, GPH215, PHY115, PHY116, PHY121, PHY131, (COM))","8604AS","8604 - Associate in Science, Emphasis in Geography - Meteorology (AS)","08PHYSE","PHYSE.GLGGEOG"
"8604.4226.3","8604 - Associate in Science, Emphasis in Geography - Meteorology (AS)-4226.3","Examine the interdependent relationships between the physical and human/cultural environment (such as landforms, climate, resources, political and economic systems, sociology, sustainability). (GCU102, GIS205, GPH111, GPH112, GPH113, GPH212, GPH213, GPH214, GPH215, MAT220, MAT221, MAT230, MAT231, MAT240, MAT241, [FYC], [L], (COM))","8604AS","8604 - Associate in Science, Emphasis in Geography - Meteorology (AS)","08PHYSE","PHYSE.GLGGEOG"
"8604.4226.4","8604 - Associate in Science, Emphasis in Geography - Meteorology (AS)-4226.4","Critically assess and analyze real-world issues through application of geographic concepts, systems, principles, and theories. (GCU102, GIS205, GPH111, GPH112, GPH113, GPH212, GPH213, GPH214, GPH215, MAT220, MAT221, MAT230, MAT231, MAT240, MAT241, PHY115, PHY116, PHY121, PHY131, [FYC], [L], (COM))","8604AS","8604 - Associate in Science, Emphasis in Geography - Meteorology (AS)","08PHYSE","PHYSE.GLGGEOG"
"8604.4226.5","8604 - Associate in Science, Emphasis in Geography - Meteorology (AS)-4226.5","Communicate geographic analyses through verbal, written, and/or geospatial techniques. (GCU102, GIS205, GPH111, GPH112, GPH113, GPH212, GPH213, GPH214, GPH215, MAT220, MAT221, MAT230, MAT231, MAT240, MAT241, [FYC], [L], (COM))","8604AS","8604 - Associate in Science, Emphasis in Geography - Meteorology (AS)","08PHYSE","PHYSE.GLGGEOG"
"8604.4226.6","8604 - Associate in Science, Emphasis in Geography - Meteorology (AS)-4226.6","Recognize ethical considerations encompassing the professional activities of geographers. (GCU102, GIS205, GPH111, GPH112, GPH113, GPH212, GPH213, GPH214, GPH215, [FYC], (COM))","8604AS","8604 - Associate in Science, Emphasis in Geography - Meteorology (AS)","08PHYSE","PHYSE.GLGGEOG"
"8604.4226.7","8604 - Associate in Science, Emphasis in Geography - Meteorology (AS)-4226.7","Collaborate with diverse individuals, groups, and institutions to achieve common goals in the field of geography. (GCU102, GIS205, GPH111, GPH112, GPH113, GPH212, GPH213, GPH214, GPH215, (COM))","8604AS","8604 - Associate in Science, Emphasis in Geography - Meteorology (AS)","08PHYSE","PHYSE.GLGGEOG"
"8604.4226.8","8604 - Associate in Science, Emphasis in Geography - Meteorology (AS)-4226.8","Apply relevant knowledge, skills, and habits of mind to seek career opportunities in the field. (FYE101, FYE103)","8604AS","8604 - Associate in Science, Emphasis in Geography - Meteorology (AS)","08PHYSE","PHYSE.GLGGEOG"
"8605.4226.1","8605 - Associate in Science, Emphasis in Astronomy (AS)-4226.1","Engage and develop your curiosity of the natural world. (AST111, AST112, PHY115, PHY116, PHY121, PHY131)","8605AS","8605 - Associate in Science, Emphasis in Astronomy (AS)","08PHYSE","PHYSE.AST"
